Ticker,Weight
AAPL,0.016373
AMGN,0.025520
AXP,0.053350
CAT,0.062765
CRM,0.031100
CSCO,0.000514
CVX,0.074245
DIS,0.104522
HD,0.025213
HON,0.012099
IBM,0.136222
JPM,0.103275
KO,0.015861
MCD,0.006957
MMM,0.012989
MRK,0.006476
MSFT,0.001723
NKE,0.128215
NVDA,0.066716
PG,0.001214
SHW,0.014624
TRV,0.036176
V,0.016868
VZ,0.027085
WMT,0.019901
