Ticker,Weight
AAPL,0.022152
AMGN,0.065927
BA,0.000000
CAT,0.027414
CRM,0.002660
CSCO,0.068066
CVX,0.113708
DIS,0.019906
HD,0.014178
HON,0.037199
JNJ,0.025952
JPM,0.034003
KO,0.036742
MCD,0.040408
MMM,0.017556
MRK,0.014018
MSFT,0.035337
NKE,0.013867
NVDA,0.088195
PG,0.008079
SHW,0.046135
TRV,0.072051
UNH,0.118553
V,0.046091
WMT,0.031804
