Ticker,Weight
AAPL,0.031225
AMGN,0.062357
AXP,0.065240
BA,0.000000
CSCO,0.077021
CVX,0.083612
DIS,0.066583
GS,0.003187
HD,0.077337
HON,0.014298
IBM,0.071435
JNJ,0.012747
JPM,0.007338
MCD,0.028156
MMM,0.004411
MRK,0.028851
MSFT,0.004838
NKE,0.058449
NVDA,0.005038
PG,0.002523
SHW,0.076474
TRV,0.033732
UNH,0.086237
V,0.074929
WMT,0.023981
