Ticker,Weight
AAPL,0.011690
AMGN,0.078903
AXP,0.015534
BA,0.000000
CAT,0.079107
CRM,0.013702
CSCO,0.004519
CVX,0.010899
DIS,0.054197
HD,0.084701
IBM,0.064827
JNJ,0.058326
JPM,0.058048
KO,0.000009
MCD,0.036996
MRK,0.041106
MSFT,0.058416
NKE,0.070080
NVDA,0.029704
PG,0.006762
SHW,0.043273
TRV,0.067574
UNH,0.049603
V,0.030846
WMT,0.031177
