Ticker,Weight
AAPL,0.035610
AMGN,0.049897
AXP,0.051559
BA,0.000000
CAT,0.065499
CRM,0.026526
CSCO,0.032191
CVX,0.013311
DIS,0.011189
HD,0.047096
IBM,0.080739
JNJ,0.020675
KO,0.022772
MCD,0.061447
MMM,0.084110
MRK,0.009905
MSFT,0.025731
NKE,0.030994
NVDA,0.070988
PG,0.007237
SHW,0.070916
TRV,0.034524
UNH,0.001956
V,0.079469
WMT,0.065659
