Ticker,Weight
AAPL,0.006893
AMGN,0.024031
AXP,0.103709
CAT,0.027773
CSCO,0.006222
CVX,0.027014
DIS,0.025250
GS,0.064829
HD,0.055741
HON,0.000875
IBM,0.087689
JNJ,0.030847
JPM,0.000958
KO,0.004669
MCD,0.007723
MRK,0.004839
MSFT,0.109896
NKE,0.090548
NVDA,0.052082
PG,0.000373
SHW,0.003836
TRV,0.107906
V,0.006409
VZ,0.088922
WMT,0.060965
