Ticker,Weight
AAPL,0.001467
AMGN,0.020799
CAT,0.092003
CRM,0.016435
CSCO,0.023867
CVX,0.054838
DIS,0.039200
HD,0.020491
HON,0.003289
IBM,0.026277
JNJ,0.106409
JPM,0.085193
KO,0.006000
MCD,0.015115
MMM,0.038322
MRK,0.026180
MSFT,0.004232
NKE,0.066505
NVDA,0.033370
SHW,0.001898
TRV,0.071486
UNH,0.101488
V,0.001559
VZ,0.076134
WMT,0.067442
